"Gene stable ID","Strand","Gene end (bp)","Gene start (bp)","Chromosome/scaffold name","Gene name"
"ENSG00000198876",-1,34127399,34086387,"9","DCAF12"
"ENSG00000100228",1,23164350,23145326,"22","RAB36"
"ENSG00000146457",1,159756319,159725585,"6","WTAP"
"ENSG00000070413",-1,19122454,19036282,"22","DGCR2"
"ENSG00000233917",-1,21877703,21846329,"15","POTEB"
"ENSG00000156928",1,23311729,23298739,"7","MALSU1"
"ENSG00000136231",-1,23470491,23310209,"7","IGF2BP3"
"ENSG00000103932",-1,41544269,41517176,"15","RPAP1"
"ENSG00000233948",-1,28924151,28903164,"CHR_HSCHR6_MHC_MCF_CTG1","TRIM27"
"ENSG00000127412",-1,142933746,142908101,"7","TRPV5"
"ENSG00000284461",1,66811189,66628958,"7","AC027644.4"
"ENSG00000105650",-1,18248200,18208652,"19","PDE4C"
"ENSG00000118729",-1,115768781,115700007,"1","CASQ2"
"ENSG00000273735",1,54872914,54864204,"CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1","KIR3DL2"
"ENSG00000163795",-1,27380790,27377235,"2","ZNF513"
"ENSG00000173930",-1,102296284,102233986,"5","SLCO4C1"
"ENSG00000175513",1,65959963,65945445,"11","TSGA10IP"
"ENSG00000132950",-1,19863649,19823482,"13","ZMYM5"
"ENSG00000115234",1,27377535,27370496,"2","SNX17"
"ENSG00000281742",1,70929779,70912599,"CHR_HSCHR5_1_CTG1_1","MCCC2"
"ENSG00000177551",-1,115843917,115836377,"1","NHLH2"
"ENSG00000285641",-1,153986246,153975850,"1","AL358472.6"
"ENSG00000285441",-1,159762529,159679119,"6","SOD2"
"ENSG00000105697",1,35285143,35280716,"19","HAMP"
"ENSG00000161905",-1,4642294,4630919,"17","ALOX15"
"ENSG00000104763",-1,18084998,18055992,"8","ASAH1"
"ENSG00000227507",-1,31582522,31580525,"6","LTB"
"ENSG00000102760",1,41470871,41457550,"13","RGCC"
"ENSG00000169184",-1,27801756,27748277,"22","MN1"
"ENSG00000043514",-1,39883511,39838110,"1","TRIT1"
"ENSG00000106733",-1,75088217,75060573,"9","NMRK1"
"ENSG00000124557",1,26510422,26501221,"6","BTN1A1"
"ENSG00000007968",-1,23531233,23506438,"1","E2F2"
"ENSG00000158555",-1,75525941,75434640,"11","GDPD5"
"ENSG00000142583",-1,9088478,9035106,"1","SLC2A5"
"ENSG00000274348",-1,142994995,142969288,"CHR_HSCHR7_2_CTG6","TRPV5"
"ENSG00000187398",1,25082638,24496970,"11","LUZP2"
"ENSG00000224586",1,28534955,28525881,"6","GPX5"
"ENSG00000275269",1,54876850,54860626,"CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1","FCAR"
"ENSG00000204308",1,32180793,32178405,"6","RNF5"
"ENSG00000276518",1,54784650,54771247,"CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1","KIR3DP1"
"ENSG00000277650",1,54845777,54830903,"CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1","AL133414.5"
"ENSG00000273517",1,54861881,54847867,"CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1","AL133414.1"
"ENSG00000172497",-1,81394179,81329996,"5","ACOT12"
"ENSG00000274676",1,54828923,54819459,"CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1","AL133414.3"
"ENSG00000163393",1,116070054,115976513,"1","SLC22A15"
"ENSG00000133110",-1,37598844,37562583,"13","POSTN"
"ENSG00000275544",-1,197557450,197506664,"CHR_HSCHR3_2_CTG3","BDH1"
"ENSG00000100053",1,25207359,25199858,"22","CRYBB3"
"ENSG00000103275",1,1327018,1308880,"16","UBE2I"
"ENSG00000198704",-1,28528215,28503296,"6","GPX6"
"ENSG00000132122",-1,48472208,48295373,"1","SPATA6"
"ENSG00000162385",-1,53238518,53226900,"1","MAGOH"
"ENSG00000276534",1,54817200,54802839,"CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1","AL133414.4"
"ENSG00000151834",-1,46475230,46248427,"4","GABRA2"
"ENSG00000256407",-1,54200073,54132686,"1","AL357673.1"
"ENSG00000100321",1,39385575,39349925,"22","SYNGR1"
"ENSG00000187961",1,965719,960584,"1","KLHL17"
"ENSG00000244752",1,25231870,25212564,"22","CRYBB2"
"ENSG00000215883",-1,54200036,54169651,"1","CYB5RL"
"ENSG00000101333",1,9481242,9068763,"20","PLCB4"
"ENSG00000072110",-1,68979440,68874143,"14","ACTN1"
"ENSG00000135063",1,69392558,69324567,"9","FAM189A2"
"ENSG00000272916",-1,73811651,73796514,"10","AC022400.7"
"ENSG00000275214",1,94116698,94104836,"CHR_HSCHR14_7_CTG1","IFI27"
"ENSG00000161013",-1,179806952,179797597,"5","MGAT4B"
"ENSG00000153563",-1,86808396,86784610,"2","CD8A"
"ENSG00000157193",-1,53328469,53242364,"1","LRP8"
"ENSG00000274193",1,54800891,54789815,"CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1","KIR2DL4"
"ENSG00000166507",-1,73811798,73801911,"10","NDST2"
"ENSG00000264343",-1,146229026,146146203,"1","NOTCH2NLA"
"ENSG00000146039",1,25781199,25754699,"6","SLC17A4"
"ENSG00000277181",1,54875417,54858645,"CHR_HSCHR19_4_CTG3_1","KIR3DL2"
"ENSG00000105939",-1,139109720,139043515,"7","ZC3HAV1"
"ENSG00000271425",-1,146229000,146064711,"1","NBPF10"
"ENSG00000157216",-1,54413479,54225432,"1","SSBP3"
"ENSG00000285188",-1,18255419,18207961,"19","AC008397.2"
"ENSG00000275618",1,14669237,14632814,"CHR_HSCHR16_1_CTG1","BFAR"
"ENSG00000164151",1,5490220,5420664,"5","ICE1"
"ENSG00000284797",-1,18255419,18249950,"19","AC008397.1"
"ENSG00000165525",-1,49852821,49782083,"14","NEMF"
"ENSG00000274474",-1,1303157,1247054,"CHR_HSCHR17_2_CTG2","YWHAE"
"ENSG00000136146",-1,48095131,48053323,"13","MED4"
"ENSG00000174156",-1,52909698,52896639,"6","GSTA3"
"ENSG00000100628",-1,93976739,93934166,"14","ASB2"
"ENSG00000089123",-1,13638932,13389392,"20","TASP1"
"ENSG00000186166",1,119015793,118998138,"11","CCDC84"
"ENSG00000275821",1,143002052,143000530,"CHR_HSCHR7_2_CTG6","LLCFC1"
"ENSG00000105011",-1,14136613,14119512,"19","ASF1B"
"ENSG00000172239",-1,43557758,43526267,"5","PAIP1"
"ENSG00000104064",-1,50355408,50275392,"15","GABPB1"
"ENSG00000137996",1,100292769,100266207,"1","RTCA"
"ENSG00000131584",-1,1309609,1292390,"1","ACAP3"
"ENSG00000173212",1,116135240,116111755,"1","MAB21L3"
"ENSG00000197386",1,3243960,3041422,"4","HTT"
"ENSG00000032389",-1,3377882,3188925,"2","EIPR1"
"ENSG00000177994",1,54383742,54330034,"2","C2orf73"
"ENSG00000205863",-1,23897502,23891099,"13","C1QTNF9B"
"ENSG00000153814",-1,28180795,27830573,"7","JAZF1"
"ENSG00000177733",-1,137754363,137745651,"5","HNRNPA0"
"ENSG00000118181",-1,119018691,119015712,"11","RPS25"
"ENSG00000027001",-1,23889400,23730189,"13","MIPEP"
"ENSG00000165131",1,142940865,142939343,"7","LLCFC1"
"ENSG00000145949",-1,2750922,2663629,"6","MYLK4"
"ENSG00000021776",-1,34969742,34851782,"15","AQR"
"ENSG00000137992",-1,100249834,100186919,"1","DBT"
"ENSG00000170846",1,6676755,6663396,"4","AC093323.1"
"ENSG00000146376",-1,129710177,129576132,"6","ARHGAP18"
"ENSG00000107282",-1,69672371,69427532,"9","APBA1"
"ENSG00000165516",1,49786385,49768130,"14","KLHDC2"
"ENSG00000106052",1,27844564,27739331,"7","TAX1BP1"
"ENSG00000112877",1,667168,612340,"5","CEP72"
"ENSG00000055609",-1,152436005,152134922,"7","KMT2C"
"ENSG00000168830",1,87016679,86937528,"6","HTR1E"
"ENSG00000152270",1,14872044,14643804,"11","PDE3B"
"ENSG00000137700",-1,119030906,119024114,"11","SLC37A4"
"ENSG00000050344",1,26187137,26152198,"7","NFE2L3"
"ENSG00000182223",1,48494389,48490252,"4","ZAR1"
"ENSG00000163993",1,6697170,6693878,"4","S100P"
"ENSG00000064999",1,35091406,34889255,"6","ANKS1A"
"ENSG00000171368",-1,693352,659862,"5","TPPP"
"ENSG00000178988",-1,6709865,6707701,"4","MRFAP1L1"
"ENSG00000072071",-1,14206187,14147743,"19","ADGRL1"
"ENSG00000122565",1,26213607,26201162,"7","CBX3"
"ENSG00000031691",1,49493107,49463370,"6","CENPQ"
"ENSG00000186222",1,6717664,6716174,"4","BLOC1S4"
"ENSG00000187642",-1,982093,975204,"1","PERM1"
"ENSG00000167595",1,35771028,35758143,"19","PROSER3"
"ENSG00000135346",-1,87095406,87085498,"6","CGA"
"ENSG00000157211",-1,54153770,54132968,"1","CDCP2"
"ENSG00000115421",1,60802086,60756253,"2","PAPOLG"
"ENSG00000187583",1,975865,966482,"1","PLEKHN1"
"ENSG00000169972",1,1311677,1308597,"1","PUSL1"
"ENSG00000120053",-1,99430624,99396870,"10","GOT1"
"ENSG00000161011",1,179838078,179806398,"5","SQSTM1"
"ENSG00000169570",-1,118988547,118836074,"5","DTWD2"
"ENSG00000116221",1,54225464,54184041,"1","MRPL37"
"ENSG00000278152",1,54769215,54738439,"CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1","AL133414.6"
"ENSG00000166448",-1,98870771,98846488,"7","TMEM130"
"ENSG00000165669",-1,118342328,118297925,"10","FAM204A"
"ENSG00000031003",-1,138051961,137937960,"5","FAM13B"
"ENSG00000132975",-1,26760786,26755200,"13","GPR12"
"ENSG00000237313",1,28944699,28944039,"CHR_HSCHR6_MHC_MCF_CTG1","LINC01556"
"ENSG00000198146",-1,34988287,34978341,"15","ZNF770"
"ENSG00000096968",1,5128183,4984390,"9","JAK2"
"ENSG00000086061",1,33039907,33025273,"9","DNAJA1"
"ENSG00000171827",1,37488652,37467585,"19","ZNF570"
"ENSG00000171133",-1,111330183,111327483,"9","OR2K2"
"ENSG00000170871",1,6884170,6781375,"4","KIAA0232"
"ENSG00000161249",-1,35513658,35497220,"19","DMKN"
"ENSG00000206509",1,29735978,29720222,"CHR_HSCHR6_MHC_QBL_CTG1","HLA-F"
"ENSG00000122566",-1,26201529,26173057,"7","HNRNPA2B1"
"ENSG00000176208",1,30895869,30831966,"17","ATAD5"
"ENSG00000184058",1,19783593,19756703,"22","TBX1"
"ENSG00000112238",1,99615578,99606730,"6","PRDM13"
"ENSG00000164330",-1,159099916,158695916,"5","EBF1"
"ENSG00000133424",-1,33922841,33162226,"22","LARGE1"
"ENSG00000196437",-1,37469275,37411155,"19","ZNF569"
"ENSG00000273661",1,54769001,54754679,"CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1","AL133414.2"
"ENSG00000178795",-1,77301687,77216558,"11","GDPD4"
"ENSG00000225201",1,30572668,30567930,"CHR_HSCHR6_MHC_MCF_CTG1","HLA-E"
"ENSG00000124217",1,50963929,50958818,"20","MOCS3"
"ENSG00000281429",1,199037,196274,"CHR_HSCHR7_1_CTG1","FAM20C"
"ENSG00000188994",1,87265943,87152833,"6","ZNF292"
"ENSG00000172869",1,119249138,119037772,"5","DMXL1"
"ENSG00000276870",-1,14694674,14672547,"CHR_HSCHR16_1_CTG1","PLA2G10"
"ENSG00000152034",-1,99994247,99918519,"6","MCHR2"
"ENSG00000185838",-1,19854939,19783223,"22","GNB1L"
"ENSG00000137845",-1,58749791,58588809,"15","ADAM10"
"ENSG00000161010",-1,179862173,179835133,"5","MRNIP"
"ENSG00000171916",1,18494945,18476737,"17","LGALS9C"
"ENSG00000100814",-1,20333312,20311368,"14","CCNB1IP1"
"ENSG00000112562",1,168673445,168441151,"6","SMOC2"
"ENSG00000198420",-1,143902198,143851375,"7","TCAF1"
"ENSG00000117318",-1,23559501,23557926,"1","ID3"
"ENSG00000120159",-1,26892803,26840685,"9","CAAP1"
"ENSG00000170899",-1,52995304,52977948,"6","GSTA4"
"ENSG00000253797",1,52033600,52024691,"13","UTP14C"
"ENSG00000130227",1,22006585,21919662,"8","XPO7"
"ENSG00000253710",1,52033600,52012398,"13","ALG11"
"ENSG00000278461",1,69230127,69217760,"CHR_HSCHR5_2_CTG1_1","MRPS36"
"ENSG00000100324",1,39437060,39399778,"22","TAB1"
"ENSG00000174032",-1,45418455,45393316,"13","SLC25A30"
"ENSG00000118454",-1,70354734,70258999,"1","ANKRD13C"
"ENSG00000274322",-1,1393096,1317571,"20","AL136531.2"
"ENSG00000120210",-1,5185647,5123880,"9","INSL6"
"ENSG00000276025",-1,7796973,7795905,"CHR_HSCHR11_1_CTG5","OR5P2"
"ENSG00000125775",-1,1329139,1309909,"20","SDCBP2"
"ENSG00000215012",-1,19854896,19846138,"22","RTL10"
"ENSG00000278253",-1,7825972,7825037,"CHR_HSCHR11_1_CTG5","OR5P3"
"ENSG00000113649",1,146511961,146447311,"5","TCERG1"
"ENSG00000138180",1,93529092,93496612,"10","CEP55"
"ENSG00000151224",-1,80289658,80271820,"10","MAT1A"
"ENSG00000129988",1,38377013,38346482,"20","LBP"
"ENSG00000185052",1,19722926,19212642,"20","SLC24A3"
"ENSG00000163399",1,116410261,116372668,"1","ATP1A1"
"ENSG00000173013",-1,7043001,7040849,"4","CCDC96"
"ENSG00000221910",1,143936279,143935166,"7","OR2F2"
"ENSG00000120729",1,137887851,137867858,"5","MYOT"
"ENSG00000173011",1,7057952,7041899,"4","TADA2B"
"ENSG00000165553",-1,77271312,77265483,"14","NGB"
"ENSG00000105778",1,32588726,32495426,"7","AVL9"
"ENSG00000105993",1,157417439,157335381,"7","DNAJB6"
"ENSG00000197993",-1,142962363,142941114,"7","KEL"
"ENSG00000139977",1,57415906,57390544,"14","NAA30"
"ENSG00000132405",1,7033118,6909242,"4","TBC1D14"
"ENSG00000224378",1,31493317,31480101,"CHR_HSCHR6_MHC_DBB_CTG1","MICB"
"ENSG00000196227",1,59948680,59933764,"20","FAM217B"
"ENSG00000197568",1,70385339,70354805,"1","HHLA3"
"ENSG00000188690",-1,125823258,125784980,"10","UROS"
"ENSG00000142676",1,23696835,23691742,"1","RPL11"
"ENSG00000088832",-1,1393172,1368978,"20","FKBP1A"
"ENSG00000182952",1,26546933,26538366,"6","HMGN4"
"ENSG00000074603",-1,65517704,65442463,"15","DPP8"
"ENSG00000276879",-1,94130253,94127779,"CHR_HSCHR14_7_CTG1","IFI27L2"
"ENSG00000133112",-1,45341370,45333471,"13","TPT1"
"ENSG00000178445",-1,6645783,6532464,"9","GLDC"
"ENSG00000132825",-1,59940305,59936663,"20","PPP1R3D"
"ENSG00000078795",1,137942747,137887968,"5","PKD2L2"
"ENSG00000056487",-1,45010005,44881162,"22","PHF21B"
"ENSG00000237155",-1,30734413,30733058,"CHR_HSCHR6_MHC_COX_CTG1","IER3"
"ENSG00000196655",1,119025454,119018763,"11","TRAPPC4"
"ENSG00000168350",-1,100159645,100143957,"14","DEGS2"
"ENSG00000146109",1,26600739,26596953,"6","ABT1"
"ENSG00000234836",1,31599195,31597358,"CHR_HSCHR6_MHC_DBB_CTG1","AIF1"
"ENSG00000196405",1,100144236,99971449,"14","EVL"
"ENSG00000234096",1,29672487,29657097,"CHR_HSCHR6_MHC_APD_CTG1","MOG"
"ENSG00000055813",1,56386172,56183990,"2","CCDC85A"
"ENSG00000112659",1,43224587,43182184,"6","CUL9"
"ENSG00000133665",1,80368073,80344745,"10","DYDC2"
"ENSG00000278308",1,14726344,14708949,"CHR_HSCHR16_1_CTG1","NPIPA3"
"ENSG00000132669",1,20002459,19757606,"20","RIN2"
"ENSG00000203972",1,49528078,49499923,"6","GLYATL3"
"ENSG00000171853",1,3485094,3379675,"2","TRAPPC12"
"ENSG00000276615",-1,143023868,143002301,"CHR_HSCHR7_2_CTG6","KEL"
"ENSG00000228977",-1,29045389,29044362,"CHR_HSCHR6_MHC_MCF_CTG1","OR2W1"
"ENSG00000162460",1,15747982,15742499,"1","TMEM82"
"ENSG00000065970",1,8055517,8032716,"12","FOXJ2"
"ENSG00000180758",-1,9129102,9100305,"1","GPR157"
"ENSG00000233687",-1,29087450,29086444,"CHR_HSCHR6_MHC_MCF_CTG1","OR2B3"
"ENSG00000276433",1,54736060,54724498,"CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1","KIR3DL3"
"ENSG00000116786",1,15734769,15684320,"1","PLEKHM2"
"ENSG00000197261",1,49561907,49550646,"6","C6orf141"
"ENSG00000106829",1,79726882,79571773,"9","TLE4"
"ENSG00000170788",-1,80356755,80336105,"10","DYDC1"
"ENSG00000197226",-1,179907859,179862066,"5","TBC1D9B"
"ENSG00000136531",1,165392310,165194993,"2","SCN2A"
"ENSG00000166426",1,78348225,78340353,"15","CRABP1"
"ENSG00000226931",1,29102025,29100753,"CHR_HSCHR6_MHC_MCF_CTG1","OR2J1"
"ENSG00000092445",1,41583589,41557675,"15","TYRO3"
"ENSG00000115295",1,29189643,29097705,"2","CLIP4"
"ENSG00000232040",-1,28616212,28570535,"6","ZBED9"
"ENSG00000230855",1,29112810,29112037,"CHR_HSCHR6_MHC_MCF_CTG1","OR2J3"
"ENSG00000196231",1,29174718,29173447,"CHR_HSCHR6_MHC_MCF_CTG1","OR2J2"
"ENSG00000101353",-1,37179588,37101226,"20","MROH8"
"ENSG00000011007",1,23762059,23743155,"1","ELOA"
"ENSG00000185187",-1,417455,405716,"11","SIGIRR"
"ENSG00000053747",1,23956222,23689443,"18","LAMA3"
"ENSG00000171860",-1,8066359,8056844,"12","C3AR1"
"ENSG00000133246",-1,8502640,8490056,"19","PRAM1"
"ENSG00000126709",-1,27672198,27666064,"1","IFI6"
"ENSG00000100154",-1,28679865,27978014,"22","TTC28"
"ENSG00000112459",1,29307885,29306920,"CHR_HSCHR6_MHC_MCF_CTG1","OR14J1"
"ENSG00000116761",1,70439851,70411218,"1","CTH"
"ENSG00000259330",1,40326715,40323692,"15","INAFM2"
"ENSG00000206203",1,19132622,19131308,"22","TSSK2"
"ENSG00000230791",1,31579655,31576870,"CHR_HSCHR6_MHC_SSTO_CTG1","LST1"
"ENSG00000121621",-1,28108156,28020619,"11","KIF18A"
"ENSG00000100056",-1,19144684,19130279,"22","ESS2"
"ENSG00000150471",1,62078335,61201258,"4","ADGRL3"
"ENSG00000256977",1,109924868,109898428,"2","LIMS3"
"ENSG00000175467",1,65980137,65961728,"11","SART1"
"ENSG00000278326",1,94279735,94146128,"CHR_HSCHR14_7_CTG1","PPP4R4"
"ENSG00000163564",1,158977059,158930796,"1","PYHIN1"
"ENSG00000119608",-1,74876154,74852871,"14","PROX2"
"ENSG00000161048",-1,103149560,103099776,"7","NAPEPLD"
"ENSG00000284337",1,109968557,109898432,"2","AC013271.1"
"ENSG00000119596",1,74859435,74763316,"14","YLPM1"
"ENSG00000162461",1,15741392,15736258,"1","SLC25A34"
"ENSG00000091164",-1,56651600,56597209,"18","TXNL1"
"ENSG00000138207",-1,93601744,93591687,"10","RBP4"
"ENSG00000156096",-1,69526014,69480165,"4","UGT2B4"
"ENSG00000103326",1,554636,527712,"16","CAPN15"
"ENSG00000277334",1,54896443,54892528,"CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1","NCR1"
"ENSG00000118705",1,37241619,37178410,"20","RPN2"
"ENSG00000233564",1,30642176,30635339,"CHR_HSCHR6_MHC_MCF_CTG1","PRR3"
"ENSG00000100557",-1,57493867,57469301,"14","CCDC198"
"ENSG00000177225",-1,777488,767220,"11","GATD1"
"ENSG00000105877",1,21901839,21543039,"7","DNAH11"
"ENSG00000204305",-1,32184322,32180968,"6","AGER"
"ENSG00000172469",1,95609452,95577535,"6","MANEA"
"ENSG00000275433",1,54736537,54726054,"CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1","KIR3DL3"
"ENSG00000115306",1,54671446,54456317,"2","SPTBN1"
"ENSG00000186998",1,29259597,29205896,"22","EMID1"
"ENSG00000186104",-1,14892252,14877440,"11","CYP2R1"
"ENSG00000170632",1,103099759,103074881,"7","ARMC10"
"ENSG00000183706",1,22095472,22094522,"15","OR4N4"
"ENSG00000228581",-1,30635627,30619830,"CHR_HSCHR6_MHC_MCF_CTG1","GNL1"
"ENSG00000186188",1,93604480,93566665,"10","FFAR4"
"ENSG00000185215",1,103137439,103123442,"14","TNFAIP2"
"ENSG00000119919",1,99536524,99532942,"10","NKX2-3"
"ENSG00000178919",1,97856717,97853226,"9","FOXE1"
"ENSG00000273953",-1,7950227,7949167,"CHR_HSCHR11_1_CTG5","OR10A3"
"ENSG00000273947",1,54753053,54738538,"CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1","KIR2DL3"
"ENSG00000091157",1,57036606,56651343,"18","WDR7"
"ENSG00000285472",1,22095857,22015233,"15","AC134980.3"
"ENSG00000274102",1,22083221,22070241,"15","OR4M2"
"ENSG00000180957",-1,27920134,27851669,"22","PITPNB"
"ENSG00000213215",1,143997312,143954844,"7","OR2F1"
"ENSG00000243480",1,103625780,103616811,"1","AMY2A"
"ENSG00000221813",1,144008793,144000320,"7","OR6B1"
"ENSG00000124568",-1,25832052,25782915,"6","SLC17A1"
"ENSG00000150712",-1,32312987,32226994,"5","MTMR12"
"ENSG00000176783",1,179610012,179550554,"5","RUFY1"
"ENSG00000221836",1,144058845,144048948,"7","OR2A5"
"ENSG00000183090",-1,143700675,143577302,"4","FREM3"
"ENSG00000221933",1,144075870,144069811,"7","OR2A25"
"ENSG00000221858",1,144098953,144086278,"7","OR2A12"
"ENSG00000221989",1,144110564,144109514,"7","OR2A2"
"ENSG00000204690",1,29397404,29396336,"CHR_HSCHR6_MHC_MCF_CTG1","OR12D2"
"ENSG00000223833",-1,31583730,31579641,"CHR_HSCHR6_MHC_SSTO_CTG1","NCR3"
"ENSG00000204689",1,29440753,29439082,"CHR_HSCHR6_MHC_MCF_CTG1","OR10C1"
"ENSG00000182902",1,17590995,17563450,"22","SLC25A18"
"ENSG00000143390",-1,151347357,151340640,"1","RFX5"
"ENSG00000206472",-1,29456852,29425279,"CHR_HSCHR6_MHC_MCF_CTG1","OR11A1"
"ENSG00000235631",-1,122702922,122701668,"7","RNF148"
"ENSG00000273526",1,54848624,54832771,"CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1","KIR2DS4"
"ENSG00000128268",1,39492194,39457012,"22","MGAT3"
"ENSG00000175699",1,94008863,93987225,"14","CCDC197"
"ENSG00000112144",-1,53061802,53001279,"6","ICK"
"ENSG00000237763",1,103664554,103655290,"1","AMY1A"
"ENSG00000112461",-1,29431743,29355463,"CHR_HSCHR6_MHC_MCF_CTG1","OR5V1"
"ENSG00000278079",1,54830813,54816470,"CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1","KIR3DL1"
"ENSG00000204692",-1,29449876,29373343,"CHR_HSCHR6_MHC_MCF_CTG1","OR12D3"
"ENSG00000162373",-1,48776969,48727519,"1","BEND5"
"ENSG00000136144",-1,49585558,49531946,"13","RCBTB1"
"ENSG00000255192",-1,35085110,35084193,"15","NANOGP8"
"ENSG00000151812",-1,57982194,57563920,"14","SLC35F4"
"ENSG00000164649",-1,21945903,21900899,"7","CDCA7L"
"ENSG00000089048",-1,13784886,13714322,"20","ESF1"
"ENSG00000203872",1,87365463,87344813,"6","C6orf163"
"ENSG00000228486",1,97703064,97664217,"2","C2orf92"
"ENSG00000273914",-1,143088382,143087345,"CHR_HSCHR7_2_CTG6","OR9A2"
"ENSG00000050130",1,59505410,59484443,"14","JKAMP"
"ENSG00000188050",-1,122699117,122697735,"7","RNF133"
"ENSG00000099954",1,17558149,17359949,"22","CECR2"
"ENSG00000186094",-1,50023954,48532854,"1","AGBL4"
"ENSG00000070748",1,49665104,49609095,"10","CHAT"
"ENSG00000203756",-1,129861547,129831244,"6","TMEM244"
"ENSG00000188549",-1,40340967,40331452,"15","CCDC9B"
"ENSG00000081803",-1,122886759,122318411,"7","CADPS2"
"ENSG00000277378",1,143114534,143113507,"CHR_HSCHR7_2_CTG6","OR6V1"
"ENSG00000112146",1,53100873,53051991,"6","FBXO9"
"ENSG00000111850",1,87399749,87322583,"6","SMIM8"
"ENSG00000164163",1,145129524,145098288,"4","ABCE1"
"ENSG00000112992",1,43707405,43602692,"5","NNT"
"ENSG00000142789",1,22012542,22001657,"1","CELA3A"
"ENSG00000172171",-1,30906238,30897336,"17","TEFM"
"ENSG00000100068",-1,25405377,25351418,"22","LRP5L"
"ENSG00000131508",1,139628434,139526431,"5","UBE2D2"
"ENSG00000226892",-1,32347428,32268544,"CHR_HSCHR6_MHC_DBB_CTG1","TSBP1"
"ENSG00000141456",-1,4704337,4669774,"17","PELP1"
"ENSG00000158270",-1,500722,316737,"18","COLEC12"
"ENSG00000206454",-1,31163150,31156777,"CHR_HSCHR6_MHC_QBL_CTG1","POU5F1"
"ENSG00000283321",1,17467234,17299295,"7","AC019117.4"
"ENSG00000152213",1,49633872,49628507,"13","ARL11"
"ENSG00000164411",-1,87329278,87282980,"6","GJB7"
"ENSG00000070831",1,22101360,22025511,"1","CDC42"
"ENSG00000278767",-1,94293271,94280460,"CHR_HSCHR14_7_CTG1","SERPINA10"
"ENSG00000185988",1,1536046,1508023,"19","PLK5"
"ENSG00000177143",1,582114,580380,"18","CETN1"
"ENSG00000125850",-1,18059188,17956979,"20","OVOL2"
"ENSG00000088205",1,117832377,117814691,"2","DDX18"
"ENSG00000106546",1,17346152,16916359,"7","AHR"
"ENSG00000233041",1,40356434,40351033,"15","PHGR1"
"ENSG00000203877",1,83857515,83853266,"6","RIPPLY2"
"ENSG00000276780",-1,7976059,7970057,"CHR_HSCHR11_1_CTG5","NLRP10"
"ENSG00000275262",1,54867215,54850443,"CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1","KIR3DL2"
"ENSG00000276779",1,54814548,54803599,"CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1","KIR2DL4"
"ENSG00000206487",1,30642598,30636534,"CHR_HSCHR6_MHC_QBL_CTG1","C6orf136"
"ENSG00000186638",-1,34311371,34252381,"9","KIF24"
"ENSG00000155287",-1,99620609,99610522,"10","SLC25A28"
"ENSG00000123179",-1,49691486,49660674,"13","EBPL"
"ENSG00000089006",-1,17968980,17941597,"20","SNX5"
"ENSG00000240654",1,24322535,24307166,"13","C1QTNF9"
"ENSG00000115241",-1,27409591,27381195,"2","PPM1G"
"ENSG00000276582",-1,168953422,168939927,"CHR_HSCHR2_1_CTG7_2","ABCB11"
"ENSG00000126790",-1,59484408,59460363,"14","L3HYPDH"
"ENSG00000134146",-1,35546193,35217345,"15","DPH6"
"ENSG00000093000",1,45188017,45163925,"22","NUP50"
"ENSG00000165006",1,34252523,34179005,"9","UBAP1"
"ENSG00000182957",1,24307074,23979805,"13","SPATA13"
"ENSG00000278210",-1,1590993,1590052,"CHR_HSCHR11_1_CTG6","KRTAP5-1"
"ENSG00000124215",1,60034011,59958423,"20","CDH26"
"ENSG00000278489",-1,1604004,1602887,"CHR_HSCHR11_1_CTG6","KRTAP5-2"
"ENSG00000277405",-1,94323394,94304248,"CHR_HSCHR14_7_CTG1","SERPINA6"
"ENSG00000181619",-1,59465342,59429022,"14","GPR135"
"ENSG00000170516",-1,46909245,46734827,"4","COX7B2"
"ENSG00000273510",1,54784324,54769838,"CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1","KIR2DL1"
"ENSG00000105948",1,139191986,139133744,"7","TTC26"
"ENSG00000235754",1,31648952,31643159,"CHR_HSCHR6_MHC_SSTO_CTG1","APOM"
"ENSG00000273793",-1,1577630,1559754,"CHR_HSCHR11_1_CTG6","DUSP8"
